,Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
1202189,1600126,k0v2K,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-112,1,EquationAnswer,2006-12-11 14:54:25.0,2006-12-11 14:54:28.0,2006-12-11 14:54:28.0,2006-12-11 14:54:28.0,3.0,3.0,,1,0,0,1,Calculate part in proportion with fractions,3
1202201,1600138,k0v2K,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-007,1,EquationAnswer,2006-12-11 14:55:46.0,2006-12-11 14:55:52.0,2006-12-11 14:55:52.0,2006-12-11 14:55:52.0,6.0,6.0,,1,0,0,1,Calculate part in proportion with fractions,4
1202213,1600150,k0v2K,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-167,1,EquationAnswer,2006-12-11 14:56:45.0,2006-12-11 14:56:50.0,2006-12-11 14:56:50.0,2006-12-11 14:56:50.0,5.0,5.0,,1,0,0,1,Calculate total in proportion with fractions,3
1202225,1600162,k0v2K,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-072,1,EquationAnswer,2006-12-11 14:57:54.0,2006-12-11 14:57:59.0,2006-12-11 14:58:03.0,2006-12-11 14:58:03.0,9.0,,9.0,0,1,0,1,Calculate part in proportion with fractions,5
1202237,1600174,k0v2K,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-043,1,EquationAnswer,2006-12-11 14:58:48.0,2006-12-11 14:58:51.0,2006-12-11 14:58:51.0,2006-12-11 14:58:51.0,3.0,3.0,,1,0,0,1,Calculate total in proportion with fractions,4
1202249,1600186,k0v2K,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-053,1,EquationAnswer,2006-12-11 14:59:40.0,2006-12-11 14:59:43.0,2006-12-11 14:59:43.0,2006-12-11 14:59:43.0,3.0,3.0,,1,0,0,1,Calculate total in proportion with fractions,5
1202261,1600198,k0v2K,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-017,1,EquationAnswer,2006-12-11 15:01:19.0,2006-12-11 15:01:21.0,2006-12-11 15:01:21.0,2006-12-11 15:01:21.0,2.0,2.0,,1,0,0,1,Calculate part in proportion with fractions,6
1202273,1600210,k0v2K,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-110,1,EquationAnswer,2006-12-11 15:02:33.0,2006-12-11 15:02:35.0,2006-12-11 15:02:35.0,2006-12-11 15:02:35.0,2.0,2.0,,1,0,0,1,Calculate part in proportion with fractions,7
1202285,1600222,k0v2K,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-129,1,EquationAnswer,2006-12-11 15:03:37.0,2006-12-11 15:03:43.0,2006-12-11 15:03:43.0,2006-12-11 15:03:43.0,6.0,6.0,,1,0,0,1,Calculate part in proportion with fractions,8
1202297,1600234,k0v2K,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-154,1,EquationAnswer,2006-12-11 15:04:38.0,2006-12-11 15:04:39.0,2006-12-11 15:04:39.0,2006-12-11 15:04:39.0,1.0,1.0,,1,0,0,1,Calculate total in proportion with fractions,6
1202309,1600246,k0v2K,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-160,1,EquationAnswer,2006-12-11 15:05:50.0,2006-12-11 15:05:56.0,2006-12-11 15:05:56.0,2006-12-11 15:05:56.0,6.0,6.0,,1,0,0,1,Calculate total in proportion with fractions,7
1202321,1600258,k0v2K,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-036,1,EquationAnswer,2006-12-11 15:07:39.0,2006-12-11 15:07:41.0,2006-12-11 15:07:41.0,2006-12-11 15:07:41.0,2.0,2.0,,1,0,0,1,Calculate part in proportion with fractions,9
1202907,1601088,k0v2K,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-132,1,RationalNumberline1,2007-03-15 15:46:08.0,2007-03-15 15:46:27.0,2007-03-15 15:46:27.0,2007-03-15 15:46:27.0,19.0,19.0,,1,0,0,1,Plot decimal - thousandths,1
1202912,1601093,k0v2K,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-134,1,RationalNumberline1,2007-03-21 16:41:33.0,2007-03-21 16:41:55.0,2007-03-21 16:42:00.0,2007-03-21 16:42:00.0,27.0,,27.0,0,2,0,1,Plot terminating proper fraction,1
1202920,1601101,k0v2K,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-155,1,RationalNumberline1,2007-03-21 16:45:42.0,2007-03-21 16:45:55.0,2007-03-21 16:45:58.0,2007-03-21 16:45:58.0,16.0,,16.0,0,1,0,1,Plot terminating proper fraction,2
1202924,1601105,k0v2K,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-100,1,RationalNumberline1,2007-03-21 16:46:35.0,2007-03-21 16:46:59.0,2007-03-21 16:47:25.0,2007-03-21 16:47:25.0,45.998999999999995,,45.998999999999995,0,11,3,1,Plot non-terminating improper fraction,1
1202926,1601107,k0v2K,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-193,1,RationalNumberline1,2007-03-21 16:47:29.0,2007-03-21 16:47:44.0,2007-03-21 16:47:50.0,2007-03-21 16:47:50.0,19.0,,19.0,0,0,1,1,Plot imperfect radical,1
1202932,1601113,k0v2K,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-298,1,RationalNumberline1,2007-03-21 16:49:27.0,2007-03-21 16:49:34.0,2007-03-21 16:49:40.0,2007-03-21 16:49:40.0,13.0,,13.0,0,1,0,1,Plot whole number,1
1202935,1601116,k0v2K,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-002,1,RationalNumberline1,2007-03-21 16:50:12.0,2007-03-21 16:50:20.0,2007-03-21 16:50:20.0,2007-03-21 16:50:20.0,8.0,8.0,,1,0,0,1,Plot whole number,2
1202937,1601118,k0v2K,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-213,1,RationalNumberline1,2007-03-21 16:50:24.0,2007-03-21 16:50:32.0,2007-03-21 16:50:44.0,2007-03-21 16:50:44.0,14.0,,14.0,0,3,1,1,Plot terminating proper fraction,3
1202946,1601127,k0v2K,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-283,1,RationalNumberline1,2007-03-21 16:53:36.0,2007-03-21 16:53:49.0,2007-03-21 16:53:50.0,2007-03-21 16:53:50.0,14.0,,14.0,0,1,0,1,Plot non-terminating improper fraction,2
1202948,1601129,k0v2K,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-212,1,RationalNumberline1,2007-03-21 16:53:53.0,2007-03-21 16:54:07.0,2007-03-21 16:54:18.0,2007-03-21 16:54:18.0,24.0,,24.0,0,6,2,1,Plot imperfect radical,2
1202952,1601133,k0v2K,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-237,1,RationalNumberline1,2007-03-21 16:54:53.0,2007-03-21 16:55:02.0,2007-03-21 16:55:20.0,2007-03-21 16:55:20.0,26.0,,26.0,0,4,1,1,Plot pi,1
1202955,1601136,k0v2K,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-181,1,RationalNumberline1,2007-03-21 16:55:53.0,2007-03-21 16:56:12.0,2007-03-21 16:56:15.0,2007-03-21 16:56:15.0,22.0,,22.0,0,1,0,1,Plot terminating proper fraction,4
1202958,1601139,k0v2K,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-096,1,RationalNumberline1,2007-03-21 16:56:31.0,2007-03-21 16:56:47.0,2007-03-21 16:57:11.0,2007-03-21 16:57:11.0,38.0,,38.0,0,3,1,1,Plot imperfect radical,3
1202960,1601141,k0v2K,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-200,1,RationalNumberline1,2007-03-21 16:57:20.0,2007-03-21 16:57:35.0,2007-03-21 16:57:43.0,2007-03-21 16:57:43.0,21.0,,21.0,0,2,1,1,Plot imperfect radical,4
1202962,1601143,k0v2K,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-062,1,RationalNumberline1,2007-03-21 16:57:50.0,2007-03-21 16:59:00.0,2007-03-21 16:59:10.0,2007-03-21 16:59:10.0,78.001,,78.001,0,3,1,1,Plot terminating proper fraction,5
1202968,1601149,k0v2K,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-221,1,RationalNumberline1,2007-03-21 17:00:25.0,2007-03-21 17:01:08.0,2007-03-21 17:01:17.0,2007-03-21 17:01:17.0,47.0,,47.0,0,0,1,1,Plot non-terminating improper fraction,3
1202969,1601150,k0v2K,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-143,1,RationalNumberline1,2007-03-21 17:01:21.0,2007-03-21 17:01:23.0,2007-03-21 17:01:27.0,2007-03-21 17:01:27.0,6.0,,6.0,0,1,0,1,Plot terminating proper fraction,6
1202973,1601154,k0v2K,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-186,1,RationalNumberline1,2007-03-21 17:02:18.0,2007-03-21 17:02:26.0,2007-03-21 17:02:26.0,2007-03-21 17:02:26.0,8.0,8.0,,1,0,0,1,Plot terminating proper fraction,7
1226174,1633203,171FrTcd,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,2006-11-28 13:11:27.0,2006-11-28 13:11:31.0,2006-11-28 13:11:31.0,2006-11-28 13:11:31.0,4.0,4.0,,1,0,0,1,Calculate unit rate,1
1226184,1633213,171FrTcd,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,2006-11-28 13:12:15.0,2006-11-28 13:12:45.0,2006-11-28 13:14:33.0,2006-11-28 13:14:33.0,102.0,,102.0,0,4,1,1,Calculate unit rate,2
1226192,1633221,171FrTcd,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-059,1,SimplifiedNumeratorQuantity1,2006-11-28 13:19:44.0,2006-11-28 13:19:47.0,2006-11-28 13:20:21.0,2006-11-28 13:20:21.0,17.0,,17.0,0,1,0,1,Calculate unit rate,3
1226200,1633229,171FrTcd,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-059,1,SimplifiedNumeratorQuantity2,2006-11-28 13:20:55.0,2006-11-28 13:21:09.0,2006-11-28 13:21:09.0,2006-11-28 13:21:09.0,14.0,14.0,,1,0,0,1,Calculate unit rate,4
1226209,1633238,171FrTcd,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-173,1,SimplifiedNumeratorQuantity1,2006-11-28 13:23:36.0,2006-11-28 13:23:41.0,2006-11-28 13:23:41.0,2006-11-28 13:23:41.0,5.0,5.0,,1,0,0,1,Calculate unit rate,5
1226217,1633246,171FrTcd,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-173,1,SimplifiedNumeratorQuantity2,2006-11-28 13:24:26.0,2006-11-28 13:24:39.0,2006-11-28 13:24:39.0,2006-11-28 13:24:39.0,13.0,13.0,,1,0,0,1,Calculate unit rate,6
1226225,1633254,171FrTcd,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-031,1,SimplifiedNumeratorQuantity1,2006-11-28 13:25:32.0,2006-11-28 13:25:37.0,2006-11-28 13:25:37.0,2006-11-28 13:25:37.0,5.0,5.0,,1,0,0,1,Calculate unit rate,7
1226233,1633262,171FrTcd,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-031,1,SimplifiedNumeratorQuantity2,2006-11-28 13:26:07.0,2006-11-28 13:26:13.0,2006-11-28 13:26:13.0,2006-11-28 13:26:13.0,6.0,6.0,,1,0,0,1,Calculate unit rate,8
1226242,1633271,171FrTcd,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-118,1,SimplifiedNumeratorQuantity1,2006-11-28 13:27:28.0,2006-11-28 13:27:32.0,2006-11-28 13:27:32.0,2006-11-28 13:27:32.0,4.0,4.0,,1,0,0,1,Calculate unit rate,9
1226250,1633279,171FrTcd,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-118,1,SimplifiedNumeratorQuantity2,2006-11-28 13:28:18.0,2006-11-28 13:28:30.0,2006-11-28 13:28:38.0,2006-11-28 13:28:38.0,20.0,,20.0,0,1,0,1,Calculate unit rate,10
1226266,1633295,171FrTcd,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,2006-12-05 13:00:47.0,2006-12-05 13:00:49.0,2006-12-05 13:01:31.0,2006-12-05 13:01:31.0,7.0,,7.0,0,0,1,1,Calculate part in proportion with fractions,1
1226275,1633304,171FrTcd,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-089,1,EquationAnswer,2006-12-05 13:06:15.0,2006-12-05 13:06:22.0,2006-12-05 13:06:36.0,2006-12-05 13:06:36.0,21.0,,21.0,0,1,0,1,Calculate part in proportion with fractions,2
1226287,1633316,171FrTcd,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-065,1,EquationAnswer,2006-12-05 13:08:25.0,2006-12-05 13:08:52.0,2006-12-05 13:08:52.0,2006-12-05 13:08:52.0,27.0,27.0,,1,0,0,1,Calculate total in proportion with fractions,1
1237699,1648399,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,2007-03-30 15:18:42.0,2007-03-30 15:18:45.0,2007-03-30 15:19:19.0,2007-03-30 15:19:19.0,25.0,,25.0,0,4,1,1,Calculate unit rate,1
1237709,1648409,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,2007-03-30 15:20:23.0,2007-03-30 15:20:26.0,2007-03-30 15:20:48.0,2007-03-30 15:20:48.0,18.0,,18.0,0,3,1,1,Calculate unit rate,2
1237718,1648418,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-158,1,SimplifiedNumeratorQuantity1,2007-03-30 15:21:53.0,2007-03-30 15:21:58.0,2007-03-30 15:22:13.0,2007-03-30 15:22:13.0,18.0,,18.0,0,2,1,1,Calculate unit rate,3
1237727,1648427,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-158,1,SimplifiedNumeratorQuantity2,2007-03-30 15:22:53.0,2007-03-30 15:22:55.0,2007-03-30 15:22:59.0,2007-03-30 15:22:59.0,5.0,,5.0,0,0,1,1,Calculate unit rate,4
1237736,1648436,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-139,1,SimplifiedNumeratorQuantity1,2007-03-30 15:23:56.0,2007-03-30 15:23:59.0,2007-03-30 15:24:21.0,2007-03-30 15:24:21.0,15.0,,15.0,0,4,1,1,Calculate unit rate,5
1237745,1648445,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-139,1,SimplifiedNumeratorQuantity2,2007-03-30 15:24:53.0,2007-03-30 15:24:56.0,2007-03-30 15:25:08.0,2007-03-30 15:25:08.0,14.0,,14.0,0,2,1,1,Calculate unit rate,6
1237754,1648454,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-050,1,SimplifiedNumeratorQuantity1,2007-03-30 15:27:30.0,2007-03-30 15:27:39.0,2007-03-30 15:27:45.0,2007-03-30 15:27:45.0,14.0,,14.0,0,0,1,1,Calculate unit rate,7
1237763,1648463,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-050,1,SimplifiedNumeratorQuantity2,2007-03-30 15:28:12.0,2007-03-30 15:28:13.0,2007-03-30 15:28:16.0,2007-03-30 15:28:16.0,3.0,,3.0,0,0,1,1,Calculate unit rate,8
1237774,1648474,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-034,1,SimplifiedNumeratorQuantity1,2007-03-30 15:29:14.0,2007-03-30 15:29:21.0,2007-03-30 15:29:33.0,2007-03-30 15:29:33.0,13.0,,13.0,0,1,1,1,Calculate unit rate,9
1237781,1648481,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-034,1,SimplifiedNumeratorQuantity2,2007-03-30 15:29:49.0,2007-03-30 15:29:51.0,2007-03-30 15:29:56.0,2007-03-30 15:29:56.0,6.0,,6.0,0,0,1,1,Calculate unit rate,10
1237790,1648490,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-140,1,SimplifiedNumeratorQuantity1,2007-03-30 15:31:40.0,2007-03-30 15:31:41.0,2007-03-30 15:31:44.0,2007-03-30 15:31:44.0,3.0,,3.0,0,0,1,1,Calculate unit rate,11
1237798,1648498,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-140,1,SimplifiedNumeratorQuantity2,2007-03-30 15:32:10.0,2007-03-30 15:32:12.0,2007-03-30 15:32:19.0,2007-03-30 15:32:19.0,8.0,,8.0,0,3,1,1,Calculate unit rate,12
1237806,1648506,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-068,1,SimplifiedNumeratorQuantity1,2007-03-30 15:32:46.0,2007-03-30 15:32:48.0,2007-03-30 15:32:48.0,2007-03-30 15:32:48.0,2.0,2.0,,1,0,0,1,Calculate unit rate,13
1237814,1648514,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-068,1,SimplifiedNumeratorQuantity2,2007-03-30 15:33:19.0,2007-03-30 15:33:22.0,2007-03-30 15:33:22.0,2007-03-30 15:33:22.0,3.0,3.0,,1,0,0,1,Calculate unit rate,14
1237833,1648533,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-192,1,SimplifiedNumeratorQuantity1,2007-04-11 16:41:48.0,2007-04-11 16:41:53.0,2007-03-30 15:34:25.0,2007-04-11 16:42:10.0,16.0,,16.0,0,3,1,1,Calculate unit rate,15
1237834,1648534,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-192,2,SimplifiedNumeratorQuantity1,2007-03-30 15:34:00.0,2007-03-30 15:34:02.0,2007-03-30 15:34:25.0,2007-03-30 15:34:25.0,18.0,,18.0,0,3,1,1,Calculate unit rate,16
1237845,1648545,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-192,1,SimplifiedNumeratorQuantity2,2007-04-11 16:43:00.0,2007-04-11 16:43:05.0,2007-04-11 16:43:05.0,2007-04-11 16:43:05.0,5.0,5.0,,1,0,0,1,Calculate unit rate,17
1237856,1648556,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-083,1,SimplifiedNumeratorQuantity1,2007-04-11 16:44:16.0,2007-04-11 16:44:17.0,2007-04-11 16:44:17.0,2007-04-11 16:44:17.0,1.0,1.0,,1,0,0,1,Calculate unit rate,18
1237863,1648563,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-083,1,SimplifiedNumeratorQuantity2,2007-04-11 16:44:50.0,2007-04-11 16:44:56.0,2007-04-11 16:45:20.0,2007-04-11 16:45:20.0,20.0,,20.0,0,3,1,1,Calculate unit rate,19
1237877,1648577,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,2007-04-11 16:46:56.0,2007-04-11 16:46:59.0,2007-04-11 16:47:06.0,2007-04-11 16:47:06.0,5.0,,5.0,0,0,1,1,Calculate part in proportion with fractions,1
1237891,1648591,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-111,1,EquationAnswer,2007-04-11 16:48:27.0,2007-04-11 16:48:34.0,2007-04-11 16:48:46.0,2007-04-11 16:48:46.0,14.0,,14.0,0,2,1,1,Calculate part in proportion with fractions,2
1237904,1648604,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-161,1,EquationAnswer,2007-04-11 16:50:29.0,2007-04-11 16:50:34.0,2007-04-11 16:50:41.0,2007-04-11 16:50:41.0,8.0,,8.0,0,0,1,1,Calculate part in proportion with fractions,3
1237917,1648617,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-124,1,EquationAnswer,2007-04-11 16:54:17.0,2007-04-11 16:54:19.0,2007-04-11 16:55:20.0,2007-04-11 16:55:20.0,35.0,,35.0,0,6,1,1,Calculate part in proportion with fractions,4
1237930,1648630,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-020,1,EquationAnswer,2007-04-11 16:56:52.0,2007-04-11 16:56:57.0,2007-04-11 16:57:40.0,2007-04-11 16:57:40.0,13.0,,13.0,0,2,1,1,Calculate total in proportion with fractions,1
1237943,1648643,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-130,1,EquationAnswer,2007-04-11 17:00:02.0,2007-04-11 17:00:07.0,2007-04-11 17:00:07.0,2007-04-11 17:00:07.0,5.0,5.0,,1,0,0,1,Calculate total in proportion with fractions,2
1237956,1648656,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-167,1,EquationAnswer,2007-04-11 17:01:05.0,2007-04-11 17:01:13.0,2007-04-11 17:01:13.0,2007-04-11 17:01:13.0,8.0,8.0,,1,0,0,1,Calculate total in proportion with fractions,3
1237969,1648669,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-004,1,EquationAnswer,2007-04-11 17:01:57.0,2007-04-11 17:02:03.0,2007-04-11 17:02:13.0,2007-04-11 17:02:13.0,10.0,,10.0,0,1,1,1,Calculate part in proportion with fractions,5
1246625,1660187,171017OL,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,2006-11-21 12:51:58.0,2006-11-21 12:52:02.0,2006-11-21 12:52:02.0,2006-11-21 12:52:02.0,4.0,4.0,,1,0,0,1,Calculate unit rate,1
1246635,1660197,171017OL,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,2006-11-21 12:52:35.0,2006-11-21 12:52:47.0,2006-11-21 12:55:15.0,2006-11-21 12:55:15.0,155.0,,155.0,0,4,1,1,Calculate unit rate,2
1246643,1660205,171017OL,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-188,1,SimplifiedNumeratorQuantity1,2006-11-21 12:56:11.0,2006-11-21 12:57:01.0,2006-11-21 12:57:01.0,2006-11-21 12:57:01.0,50.0,50.0,,1,0,0,1,Calculate unit rate,3
1246650,1660212,171017OL,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-188,1,SimplifiedNumeratorQuantity2,2006-11-21 12:57:16.0,2006-11-21 12:57:24.0,2006-11-21 12:57:24.0,2006-11-21 12:57:24.0,8.0,8.0,,1,0,0,1,Calculate unit rate,4
1246659,1660221,171017OL,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-035,1,SimplifiedNumeratorQuantity1,2006-11-21 12:58:09.0,2006-11-21 12:58:24.0,2006-11-21 12:58:24.0,2006-11-21 12:58:24.0,15.0,15.0,,1,0,0,1,Calculate unit rate,5
1246667,1660229,171017OL,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-035,1,SimplifiedNumeratorQuantity2,2006-11-21 12:58:46.0,2006-11-21 12:58:53.0,2006-11-21 12:58:53.0,2006-11-21 12:58:53.0,7.0,7.0,,1,0,0,1,Calculate unit rate,6
1246677,1660239,171017OL,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,2006-11-21 13:00:20.0,2006-11-21 13:00:28.0,2006-11-21 13:00:28.0,2006-11-21 13:00:28.0,8.0,8.0,,1,0,0,1,Calculate part in proportion with fractions,1
1246690,1660252,171017OL,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-175,1,EquationAnswer,2006-11-21 13:03:20.0,2006-11-21 13:03:26.0,2006-11-21 13:03:26.0,2006-11-21 13:03:26.0,6.0,6.0,,1,0,0,1,Calculate total in proportion with fractions,1
1246702,1660264,171017OL,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-156,1,EquationAnswer,2006-11-21 13:05:05.0,2006-11-21 13:05:13.0,2006-11-21 13:05:13.0,2006-11-21 13:05:13.0,8.0,8.0,,1,0,0,1,Calculate part in proportion with fractions,2
1246714,1660276,171017OL,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-186,1,EquationAnswer,2006-11-21 13:06:32.0,2006-11-21 13:06:40.0,2006-11-21 13:06:40.0,2006-11-21 13:06:40.0,8.0,8.0,,1,0,0,1,Calculate part in proportion with fractions,3
1246726,1660288,171017OL,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-075,1,EquationAnswer,2006-11-21 13:07:44.0,2006-11-21 13:08:23.0,2006-11-21 13:08:23.0,2006-11-21 13:08:23.0,39.0,39.0,,1,0,0,1,Calculate total in proportion with fractions,2
1246742,1660304,171017OL,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-196,1,EquationAnswer,2006-11-21 13:11:22.0,2006-11-21 13:11:29.0,2006-11-21 13:11:29.0,2006-11-21 13:11:29.0,7.0,7.0,,1,0,0,1,Calculate total in proportion with fractions,3
1246750,1660312,171017OL,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-080,1,EquationAnswer,2006-11-21 13:12:09.0,2006-11-21 13:12:17.0,2006-11-21 13:12:23.0,2006-11-21 13:12:23.0,14.0,,14.0,0,1,0,1,Calculate part in proportion with fractions,4
1246763,1660325,171017OL,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-194,1,EquationAnswer,2006-11-21 13:14:54.0,2006-11-21 13:15:03.0,2006-11-21 13:15:03.0,2006-11-21 13:15:03.0,9.0,9.0,,1,0,0,1,Calculate total in proportion with fractions,4
